name,onlineorder,booktable,rate,location,cuisines,cost,type,city,Mean Rating
Soul Cafe,FALSE,TRUE,39,MG Road,Cafe Continental Italian,800,Cafes,Frazer Town,371
Gobble Up Churros Cafe,TRUE,FALSE,38,Ulsoor,Beverages Cafe Desserts Spanish Bakery,400,Cafes,Frazer Town,384
Banbay,FALSE,FALSE,4,Vasanth Nagar,Cafe Modern Indian Pizza Burger Desserts,11,Cafes,Frazer Town,384
Cafe Cerrise,TRUE,FALSE,38,Ulsoor,Cafe Continental Salad,600,Cafes,Frazer Town,358
The Sanctuary,FALSE,FALSE,39,Banaswadi,Cafe Fast Food,450,Cafes,Frazer Town,371
Freshmenu,TRUE,FALSE,36,North Bangalore,Healthy Food Chinese Biryani North Indian Continental Salad American Burger,450,Delivery,Frazer Town,333
Leon Grill,TRUE,FALSE,43,St Marks Road,Burger Turkish Arabian Fast Food Salad Healthy Food Desserts,500,Delivery,Frazer Town,411
Burger King,TRUE,FALSE,4,Indiranagar,Burger Fast Food Beverages,600,Delivery,Frazer Town,37
Empire Restaurant,TRUE,FALSE,4,RT Nagar,North Indian Mughlai South Indian Chinese,750,Delivery,Frazer Town,389
Donne Biriyani House,TRUE,FALSE,41,Indiranagar,Biryani,300,Delivery,Frazer Town,36
Just Shawarma,TRUE,FALSE,37,Kammanahalli,Arabian,300,Delivery,Frazer Town,363
MotherS Kitchen,TRUE,FALSE,37,RT Nagar,North Indian,600,Delivery,Frazer Town,345
Al Amanah Cafe,TRUE,FALSE,44,Kammanahalli,Middle Eastern Fast Food Rolls,300,Delivery,Frazer Town,435
7 Plates,TRUE,FALSE,39,Frazer Town,North Indian Mughlai Rolls Fast Food,600,Delivery,Frazer Town,351
Behrouz Biryani,TRUE,FALSE,42,Vasanth Nagar,Biryani,650,Delivery,Frazer Town,384
Firangi Bake,TRUE,FALSE,39,Indiranagar,Mexican Italian,600,Delivery,Frazer Town,384
Tadkawala,TRUE,FALSE,34,Vasanth Nagar,North Indian,200,Delivery,Frazer Town,31
Roti Shotti,TRUE,FALSE,38,Jeevan Bhima Nagar,North Indian,400,Delivery,Frazer Town,358
Khan Saheb Grills And Rolls,TRUE,FALSE,4,Indiranagar,Fast Food Rolls,350,Delivery,Frazer Town,355
Punjabi Restaurant,TRUE,FALSE,33,RT Nagar,North Indian Chinese,400,Delivery,Frazer Town,294
Thalassery Restaurant,TRUE,FALSE,39,Kammanahalli,Seafood Biryani South Indian North Indian Chinese Arabian Kerala,800,Delivery,Frazer Town,329
Ovenstory Pizza,TRUE,FALSE,38,Vasanth Nagar,Pizza,750,Delivery,Frazer Town,378
Pathaan Sir,TRUE,FALSE,38,Frazer Town,Fast Food Rolls Momos,250,Delivery,Frazer Town,341
Biriyani Nights,TRUE,FALSE,29,Kammanahalli,Biryani Kebab Continental,500,,,
Meghana Foods,TRUE,TRUE,42,Indiranagar,Biryani Chinese North Indian Seafood,750,Delivery,Frazer Town,428
Paradise,TRUE,FALSE,41,Indiranagar,Biryani North Indian Kebab,800,Delivery,Frazer Town,386
Maravanthe,TRUE,TRUE,44,Indiranagar,Seafood Mangalorean,1,Delivery,Frazer Town,435
Faasos,TRUE,FALSE,38,Vasanth Nagar,North Indian Biryani Fast Food,500,Delivery,Frazer Town,376
Deshi Fusion Pizza,TRUE,FALSE,33,Old Madras Road,Pizza Chinese Rolls,750,Delivery,Frazer Town,294
MMA Kababs Rolls  Biryani Center,TRUE,FALSE,27,Old Madras Road,Arabian Mughlai Chinese Kebab Fast Food,400,Delivery,Frazer Town,216
Dunkin Donuts,TRUE,FALSE,4,Brigade Road,Burger Desserts Fast Food,550,Delivery,Frazer Town,387
Eat At Nite,TRUE,FALSE,3,Frazer Town,North Indian Chinese Rolls,400,Delivery,Frazer Town,285
Bathinda Dine,TRUE,FALSE,41,Indiranagar,North Indian,950,Delivery,Frazer Town,388
Kfc,TRUE,FALSE,36,Cunningham Road,Burger Fast Food,400,Delivery,Frazer Town,339
Taco Bell,TRUE,FALSE,41,Indiranagar,Mexican American Fast Food,600,Delivery,Frazer Town,386
Corner House Ice Cream,TRUE,FALSE,44,Residency Road,Ice Cream Desserts,400,Delivery,Frazer Town,444
SankyS Burger House,TRUE,FALSE,43,Hennur,Burger Fast Food,300,Delivery,Frazer Town,423
Savoury Restaurant,TRUE,FALSE,41,Frazer Town,Arabian North Indian Chinese Beverages,800,Delivery,Frazer Town,35
Amritsari Kulcha Bite,TRUE,FALSE,39,Ulsoor,North Indian,150,Delivery,Frazer Town,371
Asha Sweets Center,TRUE,FALSE,41,Indiranagar,Mithai Street Food,200,Delivery,Frazer Town,399
Pizza Hut,TRUE,FALSE,33,Frazer Town,Pizza Fast Food,750,,,
Shanthi Sagar,TRUE,FALSE,41,Ulsoor,South Indian North Indian Chinese Juices,250,Delivery,Frazer Town,372
Masala Central,TRUE,FALSE,37,Frazer Town,North Indian,300,Delivery,Frazer Town,348
Karama Restaurant,TRUE,TRUE,44,Frazer Town,Arabian North Indian Beverages,750,Delivery,Frazer Town,416
The MughalS,TRUE,FALSE,37,Frazer Town,Mughlai North Indian Chinese,400,Delivery,Frazer Town,345
AltafS Chillies Restaurant,TRUE,FALSE,38,Frazer Town,North Indian Chinese,500,Delivery,Frazer Town,361
New Kairali Restaurant,TRUE,FALSE,37,Kammanahalli,Kerala South Indian,400,Delivery,Frazer Town,345
Shalimar,TRUE,FALSE,4,Indiranagar,North Indian Chinese Seafood,700,Delivery,Frazer Town,384
Crunch Pizzas,TRUE,FALSE,26,Banaswadi,Italian Pizza,600,Delivery,Frazer Town,222
Imperial Restaurant,TRUE,FALSE,39,Indiranagar,North Indian Chinese Biryani Kebab Juices,800,Delivery,Frazer Town,35
The Mangalorean,TRUE,TRUE,41,Kammanahalli,Konkan Mangalorean Seafood,550,Delivery,Frazer Town,397
Xpress Biryani,TRUE,FALSE,43,Ulsoor,Biryani North Indian Kebab,650,Delivery,Frazer Town,423
Kkr Foodies,TRUE,TRUE,31,St Marks Road,Biryani Chinese Fast Food North Indian,400,Delivery,Frazer Town,283
Momoz,TRUE,FALSE,39,Kammanahalli,Chinese Momos,500,Delivery,Frazer Town,373
Thai Chy,TRUE,TRUE,43,Indiranagar,Thai Asian Indonesian,12,,,
Alampur Bar And Restaurant,TRUE,FALSE,37,Race Course Road,Chinese South Indian North Indian,900,Delivery,Frazer Town,345
ConnieS Restaurant  Steakhouse,TRUE,TRUE,43,Kammanahalli,Steak Continental Burger American BBQ European Salad,15,Delivery,Frazer Town,423
Seafood Place,TRUE,FALSE,41,Indiranagar,Chinese North Indian Kerala Mangalorean Seafood,800,Delivery,Frazer Town,397
Bangalore Mandarin,TRUE,FALSE,42,Indiranagar,Chinese Seafood,11,Delivery,Frazer Town,412
Moto Store  Cafe,TRUE,FALSE,42,Ulsoor,Pizza Italian Cafee Burger Finger Food Fast Food Sandwich,500,Delivery,Frazer Town,41
Rasovara,TRUE,TRUE,43,Lavelle Road,Rajasthani North Indian,14,Delivery,Frazer Town,423
SmallyS Resto Cafe,TRUE,TRUE,41,Ulsoor,Cafe Italian Burger American Steak,650,Delivery,Frazer Town,406
New Biriyani Darbar,TRUE,FALSE,36,RT Nagar,Biryani South Indian North Indian Chinese,450,Delivery,Frazer Town,332
Belgian Waffle Factory,TRUE,FALSE,49,Brigade Road,Desserts,400,,,
Soda Bottle Opener Wala,TRUE,TRUE,44,Lavelle Road,Parsi North Indian,13,,,
No 10 Fort Cochin,TRUE,TRUE,38,St Marks Road,Biryani Kerala Seafood South Indian,800,Delivery,Frazer Town,358
Annabell,TRUE,FALSE,4,Indiranagar,Continental Beverages,700,Delivery,Frazer Town,384
ManiS Dum Biryani,TRUE,FALSE,4,Ulsoor,Biryani Kebab,750,Delivery,Frazer Town,377
Chutney Chang,TRUE,TRUE,42,Church Street,North Indian Chinese BBQ,15,Delivery,Frazer Town,405
Fujan,TRUE,FALSE,36,Frazer Town,Chinese Thai Seafood,600,Delivery,Frazer Town,332
Samovar,TRUE,FALSE,39,Kammanahalli,Kerala South Indian,600,Delivery,Frazer Town,371
Js Food Court,TRUE,FALSE,38,Kammanahalli,Fast Food Juices,400,Delivery,Frazer Town,358
Smoke House Deli,TRUE,FALSE,46,Lavelle Road,European Italian Desserts Salad Juices Steak,16,Delivery,Frazer Town,461
Karachi Bakery,TRUE,FALSE,39,Indiranagar,Bakery,500,Delivery,Frazer Town,371
Pizza Stop,TRUE,FALSE,38,Banaswadi,Pizza Italian,500,,,
Ss Bucket Biryani,FALSE,FALSE,39,Frazer Town,Biryani North Indian Chinese,600,Delivery,Frazer Town,38
Coastal Delight,TRUE,FALSE,41,Indiranagar,Seafood South Indian North Indian Mangalorean Chinese,650,Delivery,Frazer Town,397
Krispy Kreme,TRUE,FALSE,4,Richmond Road,Desserts Beverages,300,Delivery,Frazer Town,386
Utse Kitchen,TRUE,FALSE,42,Commercial Street,Nepalese Tibetan Momos,800,Delivery,Frazer Town,41
Subway,TRUE,FALSE,39,Lavelle Road,Salad Fast Food,600,Delivery,Frazer Town,31
Mainland China,TRUE,TRUE,45,Church Street,Chinese Momos,17,Delivery,Frazer Town,448
Cafe Azzure,TRUE,TRUE,43,MG Road,Cafe Continental Italian Burger,12,,,
Hammered,TRUE,TRUE,47,Cunningham Road,North Indian Thai Japanese Continental Cafe,13,Delivery,Frazer Town,465
Delicacy,TRUE,FALSE,39,Frazer Town,Chinese Thai Momos,500,Delivery,Frazer Town,375
Fanoos,TRUE,FALSE,39,Frazer Town,Arabian Rolls North Indian BBQ,400,Delivery,Frazer Town,371
Rahhams,TRUE,FALSE,39,Frazer Town,Mughlai North Indian Chinese,700,Delivery,Frazer Town,265
Wafl Cafe,TRUE,FALSE,4,Residency Road,Cafee Fast Food Desserts Beverages,400,Delivery,Frazer Town,384
GlenS Bakehouse,TRUE,FALSE,42,Indiranagar,Bakery Cafe Italian Desserts,600,,,
Laughing Llama Gastropub,TRUE,TRUE,43,Brigade Road,Finger Food Continental Pizza,16,Delivery,Frazer Town,416
Gokul Kuteera,TRUE,FALSE,39,Indiranagar,North Indian Chinese South Indian,650,Delivery,Frazer Town,371
Skoolroom,TRUE,FALSE,43,Ulsoor,Cafe Continental Italian Burger Beverages,700,Delivery,Frazer Town,423
Gowdru Hotel,TRUE,FALSE,39,Indiranagar,South Indian Biryani,400,Delivery,Frazer Town,351
Keventers,TRUE,FALSE,39,Commercial Street,Desserts Beverages Ice Cream,400,Delivery,Frazer Town,364
Sweet Truth,TRUE,FALSE,4,BTM,Bakery Desserts,500,Delivery,Frazer Town,384
Oregano Pizzeria,TRUE,FALSE,35,Frazer Town,Italian Pizza,300,Delivery,Frazer Town,336
Wangs Kitchen,TRUE,FALSE,31,Frazer Town,Chinese,1,Delivery,Frazer Town,227
Portland Steakhouse  Cafe,TRUE,TRUE,43,MG Road,Steak Italian Continental American Burger BBQ Salad,15,Delivery,Frazer Town,423
BozoS Yum Yums,TRUE,FALSE,4,Frazer Town,Fast Food Burger American,650,Delivery,Frazer Town,384
Pasta Street,TRUE,TRUE,45,Cunningham Road,Italian Pizza Salad,13,Delivery,Frazer Town,448
ChichabaS Taj,TRUE,FALSE,39,Frazer Town,Biryani North Indian Mughlai,600,Delivery,Frazer Town,373
Oh Calcutta,TRUE,TRUE,44,Church Street,Bengali Seafood,12,,,
Jingo Bbq  Burgers,TRUE,FALSE,39,Kammanahalli,Burger BBQ,550,Delivery,Frazer Town,371
Zabi,TRUE,FALSE,38,HBR Layout,Biryani,300,Delivery,Frazer Town,358
Shezan,TRUE,FALSE,41,Cunningham Road,Chinese Continental North Indian Mughlai Steak,600,Delivery,Frazer Town,399
Eden Park,TRUE,TRUE,41,Cunningham Road,Andhra Biryani Chinese North Indian Seafood South Indian,11,Delivery,Frazer Town,397
Tata Cha,TRUE,FALSE,39,Church Street,Cafe Tea North Indian,500,Delivery,Frazer Town,362
Thai House,TRUE,FALSE,42,Indiranagar,Thai,800,Delivery,Frazer Town,414
Wow Momo,TRUE,FALSE,37,Brigade Road,Tibetan Momos,400,Delivery,Frazer Town,327
Sheesh Kebab,TRUE,FALSE,41,Frazer Town,North Indian,700,Delivery,Frazer Town,395
Aagaman Veg,TRUE,FALSE,4,Indiranagar,North Indian Chinese South Indian,900,Delivery,Frazer Town,384
The Waffle Press,TRUE,FALSE,43,St Marks Road,Desserts Ice Cream,400,Delivery,Frazer Town,417
American Bites,TRUE,FALSE,24,Kalyan Nagar,Fast Food Burger Pizza,450,Delivery,Frazer Town,177
Sagar Delicacy,TRUE,FALSE,39,Ulsoor,North Indian Chinese Fast Food Street Food,500,Delivery,Frazer Town,371
Imli,TRUE,FALSE,39,Indiranagar,North Indian Street Food,900,Delivery,Frazer Town,363
Xo Belgian Waffle,TRUE,FALSE,44,Brigade Road,Desserts Beverages,450,Delivery,Frazer Town,437
Anna Kuteera,TRUE,FALSE,38,St Marks Road,South Indian North Indian Chinese,400,Delivery,Frazer Town,367
Calicut Restaurant,TRUE,FALSE,36,Kammanahalli,Kerala South Indian North Indian Chinese,450,Delivery,Frazer Town,343
Srinidhi Sagar Food Line,TRUE,FALSE,37,Indiranagar,South Indian North Indian Chinese,40,Delivery,Frazer Town,345
Chubalas Curry And Rice,TRUE,FALSE,4,Kammanahalli,Naga Goan Seafood Chinese,550,Delivery,Frazer Town,384
Sannidhi Grand,TRUE,FALSE,38,Kammanahalli,South Indian North Indian Chinese Street Food,300,Delivery,Frazer Town,358
Shiro,TRUE,TRUE,44,Lavelle Road,Japanese Asian,3,Delivery,Frazer Town,435
Kaati Zone,TRUE,FALSE,31,Church Street,Fast Food Biryani Rolls,350,,,
New Peking,TRUE,FALSE,41,Kammanahalli,Chinese Malaysian,700,Delivery,Frazer Town,394
AttyS Bakery,TRUE,FALSE,4,Frazer Town,Bakery,250,Delivery,Frazer Town,384
Biggies Burger N More,TRUE,FALSE,43,Indiranagar,Cafe Burger Beverages,650,Delivery,Frazer Town,377
ChungS Chinese Corner,TRUE,FALSE,27,Indiranagar,Chinese,700,Delivery,Frazer Town,3
Fullyfilled,TRUE,FALSE,4,Indiranagar,Sandwich Fast Food Momos,200,Delivery,Frazer Town,384
Chung Wah,TRUE,FALSE,39,Frazer Town,Chinese Thai Momos Vietnamese,800,Delivery,Frazer Town,364
Ibaco,TRUE,FALSE,4,Indiranagar,Desserts,300,Delivery,Frazer Town,382
Dakshin Biryani  Tiffin,TRUE,FALSE,34,Indiranagar,Andhra South Indian North Indian,550,Delivery,Frazer Town,306
Asaivam Restaurant,TRUE,FALSE,4,Indiranagar,Chettinad South Indian,750,Delivery,Frazer Town,384
Oye Amritsar,TRUE,TRUE,41,Church Street,North Indian,600,Delivery,Frazer Town,379
Cafe Secret Alley,TRUE,FALSE,39,Indiranagar,Fast Food Cafee,450,Delivery,Frazer Town,377
Lassi Shop,TRUE,FALSE,38,Indiranagar,Beverages Juices Ice Cream,100,Delivery,Frazer Town,377
Peace Restaurant,TRUE,FALSE,26,Indiranagar,Chinese Tibetan,500,Delivery,Frazer Town,28
Haji Ali Juice Centre,TRUE,FALSE,4,Commercial Street,Fast Food Pizza Rolls Beverages Juices,350,Delivery,Frazer Town,387
NaachiyarS,TRUE,FALSE,39,Ulsoor,Chettinad,600,Delivery,Frazer Town,371
The Rice Bowl,TRUE,TRUE,43,Lavelle Road,Chinese Momos,13,Delivery,Frazer Town,423
Misu,TRUE,TRUE,46,St Marks Road,Asian Japanese Korean Indonesian Malaysian Singaporean,17,,,
PabraiS Fresh  Naturelle Icecreams,TRUE,FALSE,42,Brigade Road,Ice Cream Desserts,180,Delivery,Frazer Town,401
Banjara Melting Pot,TRUE,TRUE,42,Cunningham Road,North Indian Chinese Seafood,17,Delivery,Frazer Town,41
Shaadi Ki Biryani,TRUE,FALSE,28,Commercial Street,Biryani,600,Delivery,Frazer Town,229
Tandoor,TRUE,TRUE,39,MG Road,North Indian,21,Delivery,Frazer Town,371
MahadiiS,TRUE,FALSE,39,Kammanahalli,Andhra North Indian Chinese,600,Delivery,Frazer Town,368
Zaks Mediterranean Cuisine,TRUE,FALSE,39,Frazer Town,Mediterranean Arabian Lebanese,700,,,
Mummy Dhaba,TRUE,FALSE,32,Ulsoor,North Indian,300,Delivery,Frazer Town,293
Cream Chemistry,TRUE,FALSE,39,Frazer Town,Ice Cream Desserts,500,Delivery,Frazer Town,374
Cafe Thulp,TRUE,FALSE,4,Kammanahalli,Cafe Burger Italian Salad,1,Delivery,Frazer Town,376
Yuan Restaurant,TRUE,FALSE,38,HBR Layout,Chinese Momos,550,Delivery,Frazer Town,355
Teppan Japanese Grill  Sushi Bar,TRUE,FALSE,43,Ulsoor,Japanese,2,Delivery,Frazer Town,423
Vijaya Gardenia,TRUE,FALSE,34,Banaswadi,North Indian Chinese Andhra,500,Delivery,Frazer Town,302
Feast India Co,TRUE,FALSE,42,Cunningham Road,Awadhi Bengali North Indian,15,Delivery,Frazer Town,41
KennyS Restaurant,TRUE,FALSE,37,Banaswadi,Chinese,450,Delivery,Frazer Town,345
Church Street Social,TRUE,FALSE,43,Church Street,American North Indian Chinese Finger Food Momos,15,,,
Pind Balluchi,TRUE,TRUE,4,Brigade Road,North Indian Mughlai,700,Delivery,Frazer Town,384
DominoS Pizza,TRUE,FALSE,37,Frazer Town,Pizza Fast Food,400,Delivery,Frazer Town,332
TaAam,TRUE,FALSE,41,Cunningham Road,North Indian Mughlai Arabian Chinese,750,Delivery,Frazer Town,397
Ente Keralam,TRUE,FALSE,4,Ulsoor,Kerala Seafood,13,Delivery,Frazer Town,384
Pulimunchi,TRUE,TRUE,43,Indiranagar,Mangalorean Seafood,1,Delivery,Frazer Town,413
A2B  Adyar Ananda Bhavan,TRUE,FALSE,3,Indiranagar,South Indian North Indian Chinese Street Food Fast Food,400,Delivery,Frazer Town,282
The Only Place,TRUE,TRUE,42,Church Street,Italian American Steak Continental BBQ Salad,1,Delivery,Frazer Town,41
Mangalore Pearl  Seafood Restaurant,TRUE,FALSE,43,Frazer Town,Mangalorean Seafood,700,Delivery,Frazer Town,423
Charminar Kabab Paradise,TRUE,FALSE,4,Frazer Town,North Indian Chinese Mughlai Kebab,500,Delivery,Frazer Town,384
Green Theory,TRUE,TRUE,43,Residency Road,Italian Salad Healthy Food Cafe Asian Desserts Pizza,800,Delivery,Frazer Town,41
Hoppipola,TRUE,FALSE,43,Church Street,Continental Mediterranean European,13,Delivery,Frazer Town,426
Kabab Korner,TRUE,FALSE,39,St Marks Road,North Indian Chinese Fast Food,500,Delivery,Frazer Town,371
The Egg Factory,TRUE,FALSE,42,St Marks Road,Continental American,750,Delivery,Frazer Town,393
Bangalore Masala House,TRUE,FALSE,42,Vasanth Nagar,Cafe Continental Fast Food,500,Delivery,Frazer Town,404
Desi Deck,TRUE,TRUE,39,Brigade Road,Mughlai North Indian Desserts,13,Delivery,Frazer Town,371
Alibaba Cafe And Restaurant,TRUE,FALSE,39,Frazer Town,Arabian Middle Eastern,700,Delivery,Frazer Town,314
Retreat Restaurant,TRUE,FALSE,35,RT Nagar,Chinese North Indian,500,Delivery,Frazer Town,328
Taipan,TRUE,FALSE,35,Frazer Town,Chinese Momos,700,Delivery,Frazer Town,319
Dolci Desserts,TRUE,FALSE,43,Cunningham Road,Cafe Desserts,750,Delivery,Frazer Town,423
Giselle Resto Cafe,TRUE,TRUE,41,Kammanahalli,Cafe Italian Pizza Beverages Desserts,800,Delivery,Frazer Town,399
Carnival De Goa,TRUE,TRUE,42,Ulsoor,Goan Mangalorean Pizza,1,Delivery,Frazer Town,41
The Tao Terraces,TRUE,TRUE,4,MG Road,Thai Japanese Korean Burmese Chinese,21,Delivery,Frazer Town,378
Lazio Steaks  More,TRUE,FALSE,39,Frazer Town,Continental Chinese Steak,1,Delivery,Frazer Town,375
McdonaldS,TRUE,FALSE,37,Brigade Road,Burger Fast Food,500,Delivery,Frazer Town,329
Rocksalt,TRUE,TRUE,44,St Marks Road,Modern Indian,19,Delivery,Frazer Town,435
Mad Over Donuts,TRUE,FALSE,39,Brigade Road,Bakery Desserts Beverages,450,Delivery,Frazer Town,388
99 Pancakes,TRUE,FALSE,41,Church Street,Desserts Ice Cream,150,Delivery,Frazer Town,422
Jai Mataji Farshan  Sweets,TRUE,FALSE,38,Banaswadi,Mithai Street Food,150,Delivery,Frazer Town,358
Bhavani Sri,TRUE,FALSE,3,Indiranagar,Andhra Biryani Seafood,700,Delivery,Frazer Town,255
Waffle Stories,TRUE,FALSE,38,Banaswadi,Desserts Beverages,300,Delivery,Frazer Town,38
Nolimmits Lounge And Club,TRUE,TRUE,4,Brigade Road,Chinese Continental North Indian Burger Pizza,2,Delivery,Frazer Town,39
Hotel Chandrika,TRUE,FALSE,38,Cunningham Road,South Indian North Indian Chinese Street Food,400,Delivery,Frazer Town,358
Infinitea Tea Room  Tea Store,TRUE,TRUE,43,Cunningham Road,Continental Cafe Desserts Salad Momos,1,Delivery,Frazer Town,42
BheemaS,TRUE,FALSE,4,Church Street,Andhra,650,Delivery,Frazer Town,384
Ayda Persian Kitchen,TRUE,FALSE,39,Church Street,North Indian Iranian,950,Delivery,Frazer Town,371
Sreeraj Lassi Bar,TRUE,FALSE,39,Race Course Road,Beverages Desserts,150,Delivery,Frazer Town,38
Cream Stone,TRUE,FALSE,4,Frazer Town,Desserts Beverages,500,Delivery,Frazer Town,401
Ice Cream Works,TRUE,FALSE,39,Indiranagar,Ice Cream Ice Cream,300,Delivery,Frazer Town,384
The Open Box,TRUE,TRUE,42,St Marks Road,European North Indian Mediterranean Asian Salad,14,,,
Panchavati Gaurav Thali,TRUE,TRUE,4,Brigade Road,Rajasthani Gujarati,800,Delivery,Frazer Town,384
The Grill House,TRUE,TRUE,41,Ulsoor,American Mexican Italian Steak,12,Delivery,Frazer Town,395
Fat Buddha,TRUE,TRUE,4,Cunningham Road,Chinese Thai,1,Delivery,Frazer Town,384
Foodhall,TRUE,FALSE,4,MG Road,Italian Bakery Fast Food,1,Delivery,Frazer Town,384
KartikS Mithai Shoppe,TRUE,FALSE,41,Indiranagar,Mithai Street Food,150,Delivery,Frazer Town,392
WolfIsh,TRUE,FALSE,41,Church Street,Cafe American Italian Pizza Burger,700,Delivery,Frazer Town,398
Mudpipe Cafe,TRUE,FALSE,42,Cunningham Road,Cafe Continental Italian Burger,750,Delivery,Frazer Town,42
Toscano,TRUE,TRUE,44,Lavelle Road,Italian Salad,15,Delivery,Frazer Town,437
Amande Patisserie,TRUE,FALSE,42,Lavelle Road,Bakery French Desserts,300,Delivery,Frazer Town,402
Sri Udupi Park,TRUE,FALSE,38,Residency Road,South Indian Chinese,200,Delivery,Frazer Town,364
Cobaja,TRUE,TRUE,43,Brigade Road,Seafood South Indian Bar Food Mangalorean Konkan,700,Delivery,Frazer Town,42
The Souk,TRUE,FALSE,37,Ulsoor,Cafe Mediterranean Italian Pizza Continental,800,Delivery,Frazer Town,345
Desi Vdesi,TRUE,FALSE,39,Church Street,Fast Food North Indian Rolls,250,Delivery,Frazer Town,371
Asean  On The Edge,TRUE,TRUE,44,MG Road,Asian Thai,18,Delivery,Frazer Town,443
Sweet Chariot,TRUE,FALSE,38,Cunningham Road,Bakery Fast Food,500,Delivery,Frazer Town,362
The Belgian Waffle Co,TRUE,FALSE,37,Residency Road,Desserts Beverages,350,Delivery,Frazer Town,376
Kitchen On Table,TRUE,FALSE,4,Brigade Road,Japanese Sushi Asian,15,Delivery,Frazer Town,397
Qissa Khawani,TRUE,FALSE,44,Church Street,North Indian Mughlai,800,Delivery,Frazer Town,428
Eatwater,TRUE,FALSE,42,Lavelle Road,North Eastern,1,Delivery,Frazer Town,41
Kanteen 038,TRUE,FALSE,39,Indiranagar,Tea Beverages Fast Food,200,Delivery,Frazer Town,375
Ujwal Restaurant,TRUE,FALSE,39,Vasanth Nagar,Seafood North Indian Chinese,550,Delivery,Frazer Town,371
Pai Vihar,TRUE,FALSE,28,Vasanth Nagar,South Indian Street Food Chinese Fast Food,400,Delivery,Frazer Town,248
Cafe Terra,TRUE,FALSE,42,Indiranagar,Cafe Continental Fast Food,500,Delivery,Frazer Town,401
Donne Biriyani Mane,TRUE,FALSE,35,Church Street,Biryani Kebab,400,Delivery,Frazer Town,333
Chai Point,FALSE,FALSE,38,Cunningham Road,Tea Beverages Fast Food,250,Delivery,Frazer Town,367
20 Feet High,TRUE,TRUE,4,Church Street,American Continental Steak Salad,1,Delivery,Frazer Town,384
AnupamS Coast Ii Coast,TRUE,TRUE,42,Church Street,Seafood Mangalorean North Indian Chinese,14,Delivery,Frazer Town,401
Airlines Hotel,TRUE,FALSE,4,Lavelle Road,South Indian North Indian Street Food,400,Delivery,Frazer Town,384
VinnyS,TRUE,FALSE,39,Brigade Road,Pizza Italian Continental Desserts,800,Delivery,Frazer Town,387
The Bundle Co,TRUE,FALSE,44,MG Road,Burger Continental Italian Beverages,700,,,
Danny Lambas Punjabi Dhaba,TRUE,FALSE,35,Indiranagar,North Indian Chinese Biryani,600,Delivery,Frazer Town,319
Chocolate DLuxe,TRUE,FALSE,41,Lavelle Road,Desserts,550,Delivery,Frazer Town,397
Raidan Restaurant,FALSE,FALSE,4,Frazer Town,Arabian Chinese Fast Food,600,Delivery,Frazer Town,374
The Chariot,TRUE,FALSE,29,Brigade Road,South Indian North Indian Chinese,350,Delivery,Frazer Town,242
Kobe Sizzlers,TRUE,FALSE,41,Brigade Road,American Continental Fast Food Steak,15,Delivery,Frazer Town,396
Ebony,TRUE,TRUE,43,MG Road,North Indian South Indian,15,Delivery,Frazer Town,423
The Deagh,FALSE,FALSE,37,Frazer Town,Chinese North Indian Arabian,500,Delivery,Frazer Town,345
Cafe Idly,TRUE,FALSE,37,Frazer Town,South Indian Fast Food,200,,,
Meaza Ginger Multi Cuisine Restaurant,TRUE,FALSE,36,Indiranagar,North Indian Chinese South Indian Kerala,550,,,
Gmt  Gelateria Montecatini Terme,TRUE,FALSE,44,Lavelle Road,Desserts Ice Cream,300,Delivery,Frazer Town,435
Elements Eatery,FALSE,TRUE,4,Frazer Town,Continental Steak,11,Delivery,Frazer Town,384
The Konkan  Seafood Restaurant,TRUE,TRUE,44,St Marks Road,Seafood Konkan Mangalorean,850,Delivery,Frazer Town,435
Gobble Up Churros Cafe,TRUE,FALSE,38,Ulsoor,Beverages Cafe Desserts Spanish Bakery,400,Delivery,Frazer Town,384
ChettyS Coffee,TRUE,FALSE,39,Indiranagar,South Indian,150,Delivery,Frazer Town,362
Beijing Bites,FALSE,FALSE,39,Frazer Town,Chinese Thai,850,Delivery,Frazer Town,337
Red Lantern,TRUE,FALSE,37,Cunningham Road,Chinese Thai,700,Delivery,Frazer Town,345
Tewari Bros Mithai Shoppie,TRUE,FALSE,38,Commercial Street,Fast Food Mithai,300,Delivery,Frazer Town,358
Benjarong,TRUE,FALSE,42,Ulsoor,Thai Asian,18,Delivery,Frazer Town,414
Petoo,FALSE,FALSE,37,Commercial Street,North Indian Fast Food Street Food,800,Delivery,Frazer Town,358
Zodiac  Fortune Select Jp Cosmos Hotel,TRUE,TRUE,38,Cunningham Road,North Indian South Indian Chinese Continental,18,Delivery,Frazer Town,358
Nandhini Deluxe,FALSE,FALSE,36,Frazer Town,North Indian,600,,,
Nossa Goa,TRUE,TRUE,41,Richmond Road,Goan Seafood Konkan Desserts,1,Delivery,Frazer Town,397
Ocea Hotel,TRUE,FALSE,37,Brigade Road,North Indian Chinese Seafood,800,Delivery,Frazer Town,345
Le Rock,TRUE,FALSE,4,Brigade Road,Continental Chinese,2,Delivery,Frazer Town,389
Vanas,TRUE,FALSE,4,Kammanahalli,Mangalorean Seafood,400,Delivery,Frazer Town,384
Brownie Heaven,TRUE,FALSE,42,Cunningham Road,Desserts Fast Food,300,Delivery,Frazer Town,412
